protocol_type,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate
1,22,9,54540,8314,4,1.0,0.0,250,0.98
1,55,5,0,0,1,1.0,0.0,86,0.34
2,45,9,46,45,68,1.0,0.0,255,1.0
1,22,9,318,488,3,1.0,0.0,156,1.0
1,22,9,256,4926,1,1.0,0.0,241,0.95
1,25,1,0,0,239,0.03,0.06,7,0.03
1,45,1,0,0,201,0.01,0.08,3,0.01
1,18,9,160,599,1,1.0,0.0,37,0.15
1,22,9,229,509,1,1.0,0.0,255,1.0
1,24,1,0,0,280,0.03,0.06,8,0.03
2,45,9,105,146,2,1.0,0.0,9,1.0
1,55,9,0,44,1,1.0,0.0,217,0.85
1,22,9,282,396,8,1.0,0.0,255,1.0
1,43,9,28,93,1,1.0,0.0,249,0.98
1,19,9,283618,0,2,1.0,0.0,10,0.86
1,22,9,233,2239,3,1.0,0.0,197,0.77
1,22,9,257,8712,2,1.0,0.0,255,1.0
1,40,1,0,0,412,0.0,1.0,1,0.0
1,22,9,214,645,30,1.0,0.0,255,1.0
1,55,1,0,0,4,0.25,1.0,85,0.29
1,45,1,0,0,109,0.12,0.06,13,0.05
1,49,5,0,0,114,0.01,0.06,1,0.0
1,22,9,203,651,19,1.0,0.0,255,1.0
1,45,1,0,0,216,0.06,0.06,14,0.05
1,49,9,0,83,1,1.0,0.0,146,0.8
1,22,9,307,484,2,1.0,0.0,255,1.0
1,22,9,320,1667,8,1.0,0.0,253,1.0
1,6,1,0,0,251,0.01,0.06,3,0.01
1,22,9,215,430,1,1.0,0.0,255,1.0
1,22,9,358,3691,11,1.0,0.0,255,1.0
1,55,9,0,15,1,1.0,0.0,67,0.26
1,22,9,270,1332,2,1.0,0.0,255,1.0
1,22,9,337,283,24,1.0,0.0,255,1.0
1,45,1,0,0,267,0.07,0.06,19,0.07
1,45,1,0,0,231,0.03,0.07,6,0.02
0,14,9,1480,0,1,1.0,0.0,25,1.0
1,22,9,219,1310,4,1.0,0.0,251,1.0
1,22,9,258,1012,26,1.0,0.0,255,1.0
1,22,9,324,1093,5,1.0,0.0,255,1.0
1,17,2,0,0,58,0.33,0.07,62,0.24
1,43,2,0,36,3,0.33,1.0,60,0.24
1,22,9,236,10503,3,1.0,0.0,255,1.0
1,19,9,1699,0,1,1.0,0.0,7,0.19
1,22,9,327,910,14,1.0,0.0,255,1.0
1,22,9,303,2789,8,1.0,0.0,255,1.0
1,45,1,0,0,103,0.04,0.06,4,0.02
1,40,1,0,0,1,1.0,0.0,13,0.05
1,43,9,28,93,1,1.0,0.0,254,1.0
1,49,9,0,83,1,1.0,0.0,25,0.23
1,22,9,282,4532,6,1.0,0.0,255,1.0
2,11,9,44,113,3,1.0,0.0,253,0.99
1,45,10,0,0,1,1.0,0.0,1,0.03
1,60,2,0,0,119,0.06,0.07,7,0.03
1,40,5,0,0,497,0.0,1.0,1,0.0
1,18,9,26,157,1,1.0,0.0,71,0.46
1,45,1,0,0,217,0.03,0.07,6,0.02
1,45,1,0,0,106,0.14,0.08,15,0.06
1,49,9,995,330,1,1.0,0.0,42,0.66
1,45,1,0,0,239,0.05,0.07,12,0.05
1,55,9,197,1608,1,1.0,0.0,32,0.13
1,22,9,197,1830,2,1.0,0.0,229,1.0
1,45,1,0,0,117,0.09,0.06,10,0.04
1,22,9,230,843,25,1.0,0.0,255,1.0
1,22,9,161,14086,1,1.0,0.0,151,1.0
1,45,1,0,0,228,0.07,0.07,15,0.06
1,55,9,0,15,1,1.0,0.0,69,0.27
1,55,9,0,15,1,1.0,0.0,60,0.24
1,22,9,224,278,3,1.0,0.0,255,1.0
1,45,5,0,0,259,0.08,0.07,20,0.08
1,22,9,321,372,16,1.0,0.0,255,1.0
0,14,9,1032,0,173,1.0,0.0,254,1.0
1,63,1,0,0,282,0.06,0.06,17,0.07
2,45,9,48,0,5,1.0,0.0,254,1.0
1,22,9,303,289,6,1.0,0.0,255,1.0
0,14,9,508,0,511,1.0,0.0,192,0.75
1,45,10,0,0,1,1.0,0.0,1,0.01
1,45,1,0,0,132,0.09,0.05,12,0.05
1,17,9,8,447,1,1.0,0.0,10,0.04
2,11,9,43,78,208,1.0,0.01,254,1.0
1,55,9,124,174,2,1.0,0.0,255,1.0
1,45,1,0,0,226,0.01,0.07,2,0.01
1,22,9,257,633,3,1.0,0.0,255,1.0
2,11,9,42,42,7,1.0,0.0,220,1.0
2,11,9,42,42,13,1.0,0.0,255,1.0
1,22,9,219,5881,1,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,117,0.46
1,22,9,260,4027,11,1.0,0.0,255,1.0
1,55,9,0,44,1,1.0,0.0,169,0.66
1,22,9,357,247,1,1.0,0.0,255,1.0
1,45,1,0,0,218,0.09,0.06,19,0.07
2,45,9,43,0,1,1.0,0.0,254,1.0
1,24,2,0,44,3,0.33,0.67,59,0.24
1,22,9,218,287,15,1.0,0.0,255,1.0
1,22,9,290,2267,4,1.0,0.0,254,1.0
2,11,9,42,42,4,1.0,0.0,252,0.99
1,45,1,0,0,131,0.04,0.06,5,0.02
1,45,1,0,0,269,0.03,0.07,7,0.03
1,22,4,72564,0,11,1.0,0.0,237,0.93
0,13,9,8,0,1,1.0,0.0,98,1.0
1,55,5,0,0,1,1.0,0.0,85,0.34
1,45,1,0,0,109,0.05,0.06,5,0.02
1,22,9,244,8745,4,1.0,0.0,255,1.0
1,55,9,0,44,1,1.0,0.0,191,0.75
1,55,2,124,188,1,1.0,0.0,254,1.0
1,45,5,0,0,200,0.04,0.06,8,0.03
0,14,9,1480,0,1,1.0,0.0,23,0.01
1,49,9,2599,293,3,1.0,0.0,203,0.8
1,22,9,226,651,19,1.0,0.0,255,1.0
1,45,1,0,0,267,0.04,0.06,11,0.04
1,55,9,0,15,1,1.0,0.0,19,0.07
1,31,1,0,0,286,0.06,0.06,18,0.07
1,34,5,0,0,179,0.11,0.08,19,0.07
1,45,5,0,0,203,0.07,0.06,14,0.05
1,45,1,0,0,273,0.01,0.06,3,0.01
1,54,5,0,0,239,0.08,0.07,20,0.08
1,40,1,0,0,461,0.0,1.0,1,0.0
1,45,2,0,0,198,0.01,0.07,1,0.0
1,18,9,162,601,1,1.0,0.0,43,0.17
1,24,5,0,0,110,0.08,0.07,9,0.04
1,45,5,0,0,216,0.03,0.06,7,0.03
1,18,9,158,595,1,1.0,0.0,4,0.02
1,22,9,313,8558,8,1.0,0.0,255,1.0
1,45,5,0,0,158,0.03,0.11,5,0.02
1,55,9,0,44,1,1.0,0.0,187,0.73
1,22,9,285,26746,2,1.0,0.0,255,1.0
1,45,1,0,0,242,0.01,0.07,2,0.01
1,45,1,0,0,272,0.05,0.06,14,0.05
1,22,4,69644,0,12,1.0,0.0,237,0.93
1,22,9,293,771,10,1.0,0.0,255,1.0
1,45,1,0,0,510,0.0,1.0,1,0.0
1,40,1,0,0,444,0.0,1.0,1,0.0
1,55,9,121,174,1,1.0,0.0,120,0.47
1,49,9,4030,332,1,1.0,0.0,102,0.56
0,14,9,508,0,321,1.0,0.0,255,1.0
2,11,9,44,44,120,1.0,0.0,255,1.0
1,22,9,274,11522,1,1.0,0.0,255,1.0
1,22,9,205,398,20,1.0,0.0,255,1.0
2,11,9,44,44,139,1.0,0.0,254,1.0
1,43,9,26,93,1,1.0,0.0,246,0.96
1,45,1,0,0,148,0.01,0.06,1,0.0
1,29,1,0,0,233,0.07,0.06,17,0.07
2,11,9,45,45,205,1.0,0.01,254,1.0
1,45,1,0,0,139,0.12,0.06,17,0.07
1,22,9,389,1071,11,1.0,0.0,255,1.0
1,55,9,0,44,1,1.0,0.0,190,0.75
1,17,2,0,0,200,0.06,0.06,13,0.05
1,49,9,22568,337,1,1.0,0.0,178,0.77
1,22,9,321,3413,6,1.0,0.0,255,1.0
2,11,9,44,44,2,1.0,0.0,240,0.94
1,18,9,360,1172,1,1.0,0.0,89,0.35
1,18,9,26,157,1,1.0,0.0,107,0.49
1,2,1,0,0,209,0.02,0.07,4,0.02
2,45,9,105,146,1,1.0,0.0,191,0.99
1,55,2,0,15,1,1.0,0.0,87,0.34
1,22,9,217,668,7,1.0,0.0,231,1.0
1,22,5,0,0,110,1.0,0.0,255,1.0
1,22,9,197,6356,18,1.0,0.0,255,1.0
1,22,9,280,303,2,1.0,0.0,250,0.98
1,40,1,0,0,445,0.0,1.0,1,0.0
1,63,1,0,0,217,0.04,0.07,9,0.04
1,55,8,0,44,1,1.0,0.0,141,0.55
1,22,9,353,1203,4,1.0,0.0,255,1.0
1,22,9,245,351,13,1.0,0.0,255,1.0
1,22,4,72564,0,8,1.0,0.0,244,0.96
1,19,9,12,0,1,1.0,0.0,7,1.0
1,22,9,326,3942,11,1.0,0.0,255,1.0
1,22,9,276,1183,3,1.0,0.0,172,1.0
2,45,9,105,0,1,1.0,0.0,51,0.98
0,14,9,1008,0,70,1.0,0.0,255,1.0
1,22,9,283,3160,26,1.0,0.0,255,1.0
2,11,9,33,0,1,1.0,0.0,11,0.04
1,22,9,227,1699,7,1.0,0.0,255,1.0
2,45,9,43,0,2,1.0,0.0,255,1.0
1,22,9,211,14210,13,1.0,0.0,255,1.0
1,22,9,230,327,11,1.0,0.0,255,1.0
2,45,9,53,50,325,1.0,0.0,255,1.0
1,45,1,0,0,195,0.02,0.07,3,0.01
1,22,9,258,2007,10,1.0,0.0,255,1.0
1,22,9,54540,8314,4,1.0,0.0,254,1.0
1,22,9,276,1973,34,1.0,0.0,255,1.0
1,45,5,0,0,148,0.07,0.05,11,0.19
2,11,9,44,71,178,0.99,0.01,254,1.0
1,22,9,234,773,38,1.0,0.0,255,1.0
2,45,9,53,53,511,1.0,0.0,255,1.0
1,52,1,0,0,1,1.0,0.0,11,0.04
1,19,9,12,0,1,1.0,0.0,7,0.88
1,22,9,306,55311,6,1.0,0.0,255,1.0
1,3,1,0,0,202,0.05,0.06,10,0.04
0,14,9,1480,0,1,1.0,0.0,39,1.0
1,22,5,0,0,35,1.0,0.0,255,1.0
2,45,9,53,50,505,1.0,0.0,255,1.0
1,22,4,57964,0,42,1.0,0.0,255,1.0
1,55,9,0,0,1,1.0,0.0,128,0.5
1,49,9,1376,343,1,1.0,0.0,65,0.68
2,11,9,44,44,80,1.0,0.0,254,1.0
1,22,5,0,0,29,1.0,0.0,255,1.0
1,45,1,0,0,124,0.1,0.07,12,0.05
1,45,5,0,0,117,0.09,0.07,11,0.04
1,22,9,175,1724,1,1.0,0.0,210,0.82
1,18,9,164,599,1,1.0,0.0,16,0.06
1,45,5,0,0,224,0.01,0.07,2,0.01
1,33,5,0,0,234,0.01,0.07,2,0.01
1,22,9,342,665,9,1.0,0.0,255,1.0
1,49,9,1500,332,1,1.0,0.0,218,0.82
1,49,9,1710,366,1,1.0,0.0,142,0.56
1,43,9,28,93,1,1.0,0.0,129,0.88
1,22,9,140,4267,1,1.0,0.0,255,1.0
1,45,5,0,0,189,0.09,0.08,17,0.07
1,40,1,0,0,509,0.0,1.0,1,0.0
1,55,5,0,0,1,1.0,0.0,3,0.43
1,22,9,245,4461,9,1.0,0.0,255,1.0
1,18,9,164,599,1,1.0,0.0,14,0.05
1,22,9,235,12823,2,1.0,0.0,255,1.0
1,22,9,353,4627,20,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,5,0.23
1,22,9,265,3528,10,1.0,0.0,179,1.0
1,45,1,0,0,252,0.08,0.06,19,0.14
1,55,2,0,0,266,0.06,0.06,17,0.07
1,45,5,0,0,294,0.05,0.06,16,0.06
1,18,9,26,157,1,1.0,0.0,85,0.47
2,11,9,44,44,5,0.8,0.4,212,0.83
1,22,9,328,2404,2,1.0,0.0,255,1.0
0,13,9,18,0,1,1.0,0.0,50,1.0
1,61,1,0,0,211,0.07,0.08,15,0.06
1,22,9,347,521,4,1.0,0.0,255,1.0
1,45,5,0,0,216,0.08,0.06,17,0.07
1,45,4,0,0,1,1.0,0.0,1,0.01
1,45,1,0,0,145,0.12,0.06,17,0.07
2,45,9,52,55,508,1.0,0.0,255,1.0
1,55,1,0,0,1,1.0,0.0,14,0.02
1,22,9,268,16193,4,1.0,0.0,255,1.0
1,45,2,0,0,140,0.12,0.06,17,0.07
1,45,1,0,0,212,0.09,0.07,19,0.07
2,45,9,46,51,20,1.0,0.0,255,1.0
1,19,9,283618,0,1,1.0,0.0,9,0.14
1,19,9,12,0,1,1.0,0.0,15,0.88
1,24,5,0,0,1,1.0,0.0,86,0.34
1,17,5,0,0,290,0.06,0.06,16,0.06
1,22,9,205,655,41,1.0,0.0,255,1.0
1,18,9,158,595,1,1.0,0.0,16,0.06
1,45,1,0,0,221,0.01,0.08,2,0.01
1,22,9,238,780,18,1.0,0.0,98,1.0
1,55,8,0,44,1,1.0,0.0,60,0.24
1,22,9,256,22095,13,1.0,0.0,255,1.0
1,40,1,0,0,2,0.5,1.0,1,0.0
1,43,2,0,36,1,1.0,0.0,59,0.24
1,22,9,245,3258,3,1.0,0.0,255,1.0
1,22,9,362,677,10,1.0,0.0,231,1.0
2,45,9,54,53,511,1.0,0.0,255,1.0
1,52,1,0,0,3,0.33,1.0,17,0.07
1,22,9,328,2433,3,1.0,0.0,255,1.0
1,62,1,0,0,290,0.06,0.06,16,0.06
1,22,9,163,12206,1,1.0,0.0,255,1.0
1,45,1,0,0,213,0.04,0.06,8,0.03
1,22,7,54540,8315,4,1.0,0.0,254,1.0
2,45,9,105,146,1,1.0,0.0,99,0.99
1,43,9,32,93,1,1.0,0.0,8,1.0
2,45,9,53,51,279,1.0,0.0,255,1.0
1,22,9,204,1762,17,1.0,0.0,255,1.0
1,40,1,0,0,508,0.0,1.0,1,0.0
1,18,9,162,597,1,1.0,0.0,30,0.12
1,45,1,0,0,242,0.07,0.07,16,0.06
1,10,5,0,0,160,0.09,0.09,14,0.05
1,40,1,0,0,511,0.0,1.0,1,0.0
1,22,9,316,817,11,1.0,0.0,255,1.0
2,45,9,52,55,509,1.0,0.0,255,1.0
1,22,9,373,432,21,1.0,0.0,255,1.0
1,19,9,6932,0,2,1.0,0.0,5,0.14
1,45,1,0,0,205,0.06,0.06,12,0.05
1,43,9,32,93,1,1.0,0.0,171,0.67
1,22,9,232,259,5,1.0,0.0,255,1.0
1,45,1,0,0,131,0.15,0.05,20,0.08
1,22,9,251,2984,1,1.0,0.0,255,1.0
1,22,9,287,593,1,1.0,0.0,255,1.0
1,49,9,1055,364,1,1.0,0.0,192,0.81
1,22,9,286,920,16,1.0,0.0,255,1.0
1,45,1,0,0,136,0.1,0.06,14,0.05
1,22,9,321,622,18,1.0,0.0,255,1.0
1,19,9,283618,0,2,1.0,0.0,12,1.0
0,14,9,1032,0,201,1.0,0.0,255,1.0
1,55,9,122,174,1,1.0,0.0,182,0.71
1,24,2,0,44,2,0.5,1.0,59,0.23
1,45,1,0,0,253,0.04,0.06,11,0.04
1,22,1,0,0,264,0.08,0.06,20,0.08
1,45,6,2,834163,1,1.0,0.0,2,0.01
1,45,1,0,0,197,0.03,0.06,5,0.02
2,11,9,22,75,3,0.67,0.67,134,0.95
1,34,1,0,0,103,0.02,0.07,2,0.01
1,22,9,223,8620,3,1.0,0.0,255,1.0
1,22,9,237,4228,16,1.0,0.0,255,1.0
2,45,9,45,44,511,1.0,0.0,255,1.0
1,45,1,0,0,230,0.04,0.07,9,0.04
1,45,1,0,0,95,0.01,0.86,1,0.01
1,43,1,0,0,3,0.33,1.0,12,0.05
1,22,5,0,0,16,1.0,0.0,245,0.96
1,22,9,301,6085,14,1.0,0.0,255,1.0
2,11,9,44,71,188,0.99,0.01,255,1.0
1,22,9,54540,8314,4,1.0,0.0,242,0.95
2,45,9,1,1,94,0.01,0.63,1,0.0
1,55,9,24,715,4,0.5,0.75,53,0.21
1,40,1,0,0,458,0.0,1.0,1,0.0
1,55,9,0,44,1,1.0,0.0,161,0.63
2,11,9,44,129,87,1.0,0.0,255,1.0
1,31,5,0,0,236,0.01,0.07,2,0.01
1,45,1,0,0,108,0.02,0.06,2,0.01
1,43,9,30,93,2,0.5,1.0,249,0.98
1,22,9,197,1485,16,1.0,0.0,255,1.0
1,22,9,242,15155,1,1.0,0.0,255,1.0
1,43,9,30,93,1,1.0,0.0,251,0.98
1,22,9,350,5934,5,1.0,0.0,255,1.0
2,11,9,46,46,127,0.99,0.02,254,1.0
2,45,9,52,52,511,1.0,0.0,255,1.0
1,32,1,0,0,195,0.03,0.07,5,0.02
1,22,9,239,60632,5,1.0,0.0,255,1.0
1,22,9,207,386,12,1.0,0.0,255,1.0
1,45,1,0,0,123,0.14,0.07,17,0.07
1,22,9,180,4443,1,1.0,0.0,255,1.0
1,22,9,339,396,11,1.0,0.0,255,1.0
1,49,9,642,331,1,1.0,0.0,140,0.37
2,45,9,55,52,511,1.0,0.0,255,1.0
1,45,1,0,0,341,0.0,1.0,1,0.0
1,22,9,341,2315,29,1.0,0.0,255,1.0
2,45,9,49,0,1,1.0,0.0,255,1.0
2,11,9,42,42,8,1.0,0.0,251,0.98
1,45,1,0,0,246,0.04,0.07,9,0.04
1,22,9,54540,8314,5,1.0,0.0,255,1.0
2,45,9,105,0,1,1.0,0.0,253,0.99
1,22,9,285,1892,7,1.0,0.0,255,1.0
1,45,1,0,0,141,0.13,0.06,19,0.07
1,55,9,123,174,2,1.0,0.0,255,1.0
1,43,9,32,93,1,1.0,0.0,151,0.59
1,45,1,0,0,216,0.01,0.08,3,0.02
1,22,9,78202,1203,4,1.0,0.0,255,1.0
1,22,9,271,5182,15,1.0,0.0,255,1.0
1,55,9,0,15,1,1.0,0.0,8,0.03
1,45,5,0,0,103,0.04,0.06,4,0.02
1,55,8,0,44,1,1.0,0.0,132,0.52
1,55,9,1164,160726,1,1.0,0.0,5,0.17
2,11,9,46,74,160,1.0,0.0,255,1.0
1,45,1,0,0,282,0.01,0.06,2,0.01
1,49,9,1107,331,1,1.0,0.0,178,0.9
1,19,9,4539,0,19,0.95,0.11,86,0.57
1,18,9,241,769,1,1.0,0.0,73,0.42
1,55,9,0,44,1,1.0,0.0,107,0.42
1,22,9,223,8619,5,1.0,0.0,255,1.0
1,45,1,0,0,270,0.02,0.06,5,0.02
1,40,1,0,0,432,0.0,1.0,1,0.0
1,22,9,205,2120,7,1.0,0.0,255,1.0
1,22,9,310,1656,29,1.0,0.0,255,1.0
0,14,9,1032,0,34,1.0,0.0,255,1.0
1,22,9,221,1674,12,1.0,0.0,255,1.0
1,22,9,234,1905,4,1.0,0.0,255,1.0
2,45,9,56,57,510,1.0,0.0,255,1.0
1,45,5,0,0,136,0.03,0.1,4,0.02
1,22,9,315,773,32,1.0,0.0,255,1.0
1,43,9,30,217,1,1.0,0.0,2,0.01
1,22,1,0,0,256,0.07,0.06,19,0.07
1,22,9,358,490,29,1.0,0.0,255,1.0
1,42,1,0,0,254,0.02,0.06,5,0.02
1,22,9,220,770,14,1.0,0.0,255,1.0
2,45,9,105,0,1,1.0,0.0,251,0.98
1,55,9,0,44,1,1.0,0.0,164,0.64
1,45,5,0,0,137,0.06,0.06,8,0.03
1,22,9,245,2454,9,1.0,0.0,255,1.0
1,55,5,0,0,120,1.0,0.0,218,0.85
2,45,9,54,54,511,1.0,0.0,255,1.0
1,40,1,0,0,511,0.0,1.0,1,0.0
1,22,9,268,1014,4,1.0,0.0,255,1.0
1,22,9,324,13335,20,1.0,0.0,255,1.0
1,22,9,54540,8314,5,1.0,0.0,255,1.0
1,2,1,0,0,250,0.04,0.06,9,0.04
1,49,9,2599,293,2,1.0,0.0,247,0.97
1,49,9,1176,368,1,1.0,0.0,167,0.6
1,23,5,0,0,118,0.02,0.07,2,0.01
1,22,9,222,827,7,1.0,0.0,255,1.0
1,22,9,252,5354,5,1.0,0.0,255,1.0
1,45,1,0,0,103,0.09,0.07,9,0.04
1,22,9,236,3222,3,1.0,0.0,211,0.83
1,19,9,868,0,1,1.0,0.0,23,1.0
1,43,2,0,36,2,0.5,1.0,41,0.16
1,40,4,0,0,1,1.0,0.0,1,0.0
1,45,1,0,0,224,0.01,0.06,2,0.01
2,40,9,23,0,1,1.0,0.0,1,0.0
1,17,2,0,0,196,0.05,0.06,9,0.04
1,22,9,221,310,6,1.0,0.0,255,1.0
1,49,9,2599,293,3,1.0,0.0,188,0.74
2,45,9,28,0,80,1.0,0.0,80,0.31
1,43,5,0,0,1,1.0,0.0,64,0.33
1,22,9,334,55417,1,1.0,0.0,255,1.0
1,22,9,239,2049,2,1.0,0.0,255,1.0
1,40,5,0,0,477,0.0,1.0,1,0.0
0,13,9,40008,0,3,1.0,0.0,145,0.23
1,43,9,28,93,1,1.0,0.0,224,0.88
1,22,9,222,1680,4,1.0,0.0,255,1.0
1,22,9,206,601,9,1.0,0.0,255,1.0
1,22,9,286,5989,6,1.0,0.0,251,1.0
1,22,9,272,404,8,1.0,0.0,255,1.0
0,14,9,1032,0,156,1.0,0.0,254,1.0
1,22,9,211,740,3,1.0,0.0,255,1.0
1,49,9,0,83,1,1.0,0.0,103,0.44
1,22,9,260,32017,1,1.0,0.0,255,1.0
2,45,9,105,147,1,1.0,0.0,248,0.97
1,2,5,0,0,167,0.07,0.1,12,0.05
1,55,9,119,188,2,1.0,0.0,33,0.13
1,22,4,21184,0,50,1.0,0.0,253,0.99
1,45,1,0,0,210,0.01,0.07,3,0.01
2,45,9,1,0,32,0.34,0.09,11,0.04
2,11,9,43,43,49,1.0,0.0,255,1.0
1,22,9,218,9432,19,1.0,0.0,250,1.0
1,40,1,0,0,509,0.0,1.0,1,0.0
1,45,10,0,0,1,1.0,0.0,1,0.01
1,52,1,0,0,4,0.25,1.0,52,0.19
1,55,9,0,44,1,1.0,0.0,176,0.69
1,22,9,209,2827,28,1.0,0.0,255,1.0
1,24,5,0,0,181,0.02,0.09,4,0.02
1,22,9,283,11422,9,1.0,0.0,255,1.0
1,22,9,198,5989,9,1.0,0.0,253,1.0
1,45,1,0,0,102,0.19,0.07,19,0.07
1,40,1,0,0,508,0.0,0.99,1,0.0
1,22,9,483,6839,2,1.0,0.0,255,1.0
1,22,9,314,1885,4,1.0,0.0,242,1.0
1,22,9,317,303,21,1.0,0.0,255,1.0
2,45,9,53,53,286,1.0,0.0,255,1.0
1,45,1,0,0,254,0.05,0.07,12,0.05
1,40,1,0,0,2,0.5,1.0,32,0.13
1,43,9,30,93,1,1.0,0.0,246,0.96
1,22,9,54540,8314,3,1.0,0.0,255,1.0
1,22,9,315,11915,16,1.0,0.0,255,1.0
1,22,9,310,1934,3,1.0,0.0,255,1.0
1,45,4,0,0,143,0.01,0.55,2,0.01
2,45,9,54,53,511,1.0,0.0,255,1.0
1,55,9,0,44,1,1.0,0.0,229,0.9
1,22,9,341,342,2,1.0,0.0,255,1.0
1,22,9,356,4048,1,1.0,0.0,255,1.0
1,19,9,283618,0,1,1.0,0.0,15,1.0
1,55,9,24,109,3,0.67,0.67,85,0.33
1,22,9,207,638,14,1.0,0.0,255,1.0
1,45,5,0,0,299,0.06,0.06,19,0.07
2,45,9,1,1,105,0.01,1.0,1,0.0
1,55,9,0,44,1,1.0,0.0,98,0.38
1,22,9,320,270,9,1.0,0.0,151,0.59
1,22,4,54540,8314,6,1.0,0.0,229,0.9
2,11,9,44,126,106,0.99,0.02,254,1.0
1,22,9,304,3441,22,1.0,0.0,255,1.0
1,22,9,340,247,1,1.0,0.0,255,1.0
1,52,2,0,0,234,0.02,0.07,4,0.02
1,43,5,0,0,1,1.0,0.0,85,0.33
1,9,2,0,0,202,0.0,0.07,1,0.0
2,40,9,1,1,29,0.07,0.34,2,0.01
0,13,9,20,0,1,1.0,0.0,42,1.0
2,11,9,43,83,172,1.0,0.0,255,1.0
1,5,5,0,0,53,0.09,0.15,5,0.02
2,11,9,44,112,3,1.0,0.0,225,0.88
0,59,9,36,0,1,1.0,0.0,37,0.27
1,45,5,0,0,150,0.13,0.06,20,0.08
1,55,9,0,44,1,1.0,0.0,166,0.65
1,24,1,0,0,217,0.08,0.06,17,0.07
1,22,9,54540,8314,5,1.0,0.0,242,0.95
0,14,9,1032,0,442,1.0,0.0,255,1.0
1,22,9,272,1379,24,1.0,0.0,255,1.0
1,55,9,123,174,2,1.0,0.0,49,0.19
1,45,1,0,0,101,0.18,0.06,18,0.07
2,45,9,105,147,1,1.0,0.0,235,0.99
1,22,9,321,4405,9,1.0,0.0,255,1.0
1,22,9,0,1452,4,1.0,0.0,255,1.0
1,55,9,6,54,4,0.5,0.75,83,0.33
2,45,9,47,0,1,1.0,0.0,255,1.0
0,14,9,1032,0,174,1.0,0.0,254,1.0
0,14,9,1008,0,206,1.0,0.0,255,1.0
0,13,9,8,0,1,1.0,0.0,51,1.0
1,22,4,72564,0,11,1.0,0.0,243,0.95
1,22,9,279,705,2,1.0,0.0,255,1.0
1,45,1,0,0,252,0.04,0.07,11,0.04
1,32,1,0,0,213,0.08,0.06,18,0.07
1,19,9,768,0,9,1.0,0.0,37,0.45
1,22,9,264,2482,3,1.0,0.0,255,1.0
1,3,9,13,38,1,1.0,0.0,3,0.02
1,19,9,283618,0,2,1.0,0.0,14,1.0
2,40,9,1,1,85,0.01,1.0,1,0.0
1,45,5,0,0,41,0.05,0.2,2,0.01
