protocol_type,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate
2,40,9,1,1,285,0.0,1.0,1,0.0
1,22,9,235,2772,18,1.0,0.0,255,1.0
1,45,1,0,0,281,0.02,0.06,7,0.03
1,45,10,0,0,1,1.0,0.0,1,0.01
1,54,5,0,0,109,0.1,0.06,11,0.04
1,55,9,0,44,1,1.0,0.0,229,0.9
2,11,9,44,135,73,1.0,0.0,255,1.0
2,45,9,42,0,4,1.0,0.0,253,0.99
1,22,9,220,1002,6,1.0,0.0,255,1.0
1,45,5,0,0,128,0.12,0.06,16,0.06
1,45,5,0,0,170,0.05,0.1,8,0.03
1,22,9,207,3414,19,1.0,0.0,255,1.0
1,45,1,0,0,140,0.09,0.06,12,0.05
1,45,1,0,0,222,0.08,0.06,17,0.07
1,21,1,0,0,219,0.08,0.06,17,0.07
1,55,9,0,44,1,1.0,0.0,230,0.9
1,40,1,0,0,458,0.0,1.0,1,0.0
1,32,1,0,0,248,0.03,0.07,7,0.03
1,19,9,12,0,1,1.0,0.0,13,1.0
1,22,9,200,292,6,1.0,0.0,255,1.0
1,45,5,0,0,264,0.06,0.06,16,0.06
1,45,5,0,0,285,0.05,0.06,15,0.06
1,22,9,326,546,1,1.0,0.0,255,1.0
1,45,5,0,0,243,0.02,0.07,6,0.02
1,22,9,321,3413,6,1.0,0.0,255,1.0
1,22,9,236,398,2,1.0,0.0,255,1.0
1,43,9,30,93,1,1.0,0.0,246,0.96
1,43,9,30,93,1,1.0,0.0,255,1.0
1,22,9,234,1075,12,1.0,0.0,69,0.27
2,11,9,46,46,163,1.0,0.0,242,0.95
2,45,9,1,0,32,0.34,0.09,11,0.04
0,14,9,1008,0,112,1.0,0.0,255,1.0
1,22,9,230,993,6,1.0,0.0,255,1.0
1,55,9,119,174,1,1.0,0.0,7,0.03
1,19,9,641,0,2,1.0,0.0,41,0.28
1,45,1,0,0,203,0.0,1.0,1,0.0
1,22,9,245,6530,23,1.0,0.0,255,1.0
1,45,2,0,0,104,0.02,0.08,2,0.01
1,22,9,54540,8314,3,1.0,0.0,254,1.0
1,22,9,338,379,14,1.0,0.0,255,1.0
1,19,9,283618,0,1,1.0,0.0,21,1.0
1,22,9,323,1463,4,1.0,0.0,255,1.0
2,45,9,52,49,511,1.0,0.0,255,1.0
1,62,1,0,0,137,0.06,0.06,8,0.03
1,5,1,0,0,124,0.13,0.06,16,0.06
1,24,2,0,44,1,1.0,0.0,59,0.25
1,22,9,294,675,26,1.0,0.0,255,1.0
1,52,1,0,0,4,0.25,1.0,52,0.2
2,45,9,54,55,511,1.0,0.0,255,1.0
1,22,9,213,710,6,1.0,0.0,255,1.0
1,45,1,0,0,341,0.0,1.0,1,0.0
1,22,9,311,416,16,1.0,0.0,255,1.0
1,18,9,26,157,1,1.0,0.0,126,0.51
1,22,9,196,763,1,1.0,0.0,255,1.0
1,22,9,237,415,10,1.0,0.0,255,1.0
1,22,9,232,379,9,1.0,0.0,255,1.0
2,45,9,1,0,93,0.14,0.52,25,0.1
2,45,9,55,52,171,1.0,0.0,255,1.0
1,22,9,333,17233,4,1.0,0.0,255,1.0
1,43,9,32,93,1,1.0,0.0,188,0.74
1,55,2,0,15,1,1.0,0.0,86,0.34
0,14,9,508,0,119,1.0,0.0,255,1.0
1,43,9,32,93,1,1.0,0.0,185,0.73
1,45,1,0,0,243,0.08,0.06,20,0.08
2,40,9,1,1,29,0.07,0.34,2,0.01
1,43,9,27,93,1,1.0,0.0,203,0.8
2,45,9,1,74,13,0.85,0.15,24,0.09
1,55,9,24,154,4,0.5,0.75,86,0.34
1,22,9,235,12755,2,1.0,0.0,255,1.0
1,43,5,0,0,1,1.0,0.0,87,0.34
1,22,9,325,2005,3,1.0,0.0,255,1.0
1,22,9,350,500,1,1.0,0.0,255,1.0
1,22,4,72564,0,12,1.0,0.0,239,0.94
0,14,9,1480,0,2,1.0,0.0,18,1.0
1,1,9,1360,17984,1,1.0,0.0,1,0.0
1,18,9,160,597,1,1.0,0.0,18,0.86
1,55,1,0,0,1,1.0,0.0,84,0.32
1,22,9,236,1212,2,1.0,0.0,255,1.0
1,22,9,243,1379,8,1.0,0.0,255,1.0
1,18,2,0,0,220,0.06,0.06,13,0.05
1,22,4,62344,0,35,1.0,0.0,253,0.99
1,45,10,0,0,1,1.0,0.0,1,0.01
1,22,5,0,0,2,1.0,0.0,254,1.0
1,23,1,0,0,120,0.03,0.07,3,0.01
2,45,9,56,0,3,1.0,0.0,254,1.0
2,11,9,29,29,16,1.0,0.0,67,1.0
1,45,5,0,0,148,0.13,0.05,19,0.07
1,45,1,0,0,235,0.02,0.08,4,0.02
1,22,9,324,7002,15,1.0,0.0,255,1.0
1,22,9,344,269,19,1.0,0.0,255,1.0
1,22,5,0,0,63,1.0,0.0,255,1.0
1,22,9,310,1512,11,1.0,0.0,255,1.0
1,45,1,0,0,85,0.01,1.0,1,0.0
1,45,1,0,0,105,0.16,0.06,17,0.08
1,22,9,342,523,3,1.0,0.0,255,1.0
0,13,9,18,0,1,1.0,0.0,15,1.0
1,22,1,0,0,285,0.05,0.06,13,0.05
1,22,9,54540,8314,3,1.0,0.0,255,1.0
2,45,9,55,55,510,1.0,0.0,255,1.0
1,45,1,0,0,281,0.03,0.06,8,0.03
2,45,9,55,50,511,1.0,0.0,255,1.0
1,40,1,0,0,460,0.0,1.0,1,0.0
1,49,9,950,367,1,1.0,0.0,4,0.02
2,45,9,53,49,511,1.0,0.0,255,1.0
1,22,9,217,1841,8,1.0,0.0,252,1.0
1,45,1,0,0,288,0.07,0.06,17,0.07
1,22,9,213,1108,3,1.0,0.0,255,1.0
1,22,9,196,631,6,1.0,0.0,255,1.0
1,45,5,0,0,153,0.01,0.1,2,0.01
1,22,9,191,470,2,1.0,0.0,255,1.0
2,11,9,44,44,151,1.0,0.0,255,1.0
1,55,9,24,882,4,0.5,0.75,42,0.16
1,22,9,288,1553,9,1.0,0.0,255,1.0
1,45,1,0,0,142,0.07,0.06,10,0.04
1,24,1,0,0,2,0.5,1.0,59,0.25
1,22,9,210,520,5,1.0,0.0,255,1.0
1,22,9,240,3855,2,1.0,0.0,255,1.0
1,22,9,306,1642,18,1.0,0.0,255,1.0
1,22,9,54540,8314,4,1.0,0.0,255,1.0
1,22,9,165,5028,1,1.0,0.0,255,1.0
2,11,9,46,132,80,0.99,0.03,244,0.96
1,55,9,124,174,1,1.0,0.0,142,0.56
1,49,9,1069,339,1,1.0,0.0,148,0.58
1,45,1,0,0,242,0.05,0.07,13,0.05
1,55,2,0,0,236,0.0,0.07,1,0.0
2,45,9,42,0,4,0.75,0.5,254,1.0
1,22,9,286,4798,3,1.0,0.0,255,1.0
1,45,5,0,0,122,0.07,0.07,9,0.04
1,22,9,197,768,10,1.0,0.0,255,1.0
1,49,9,672,333,1,1.0,0.0,183,0.76
2,11,9,44,134,40,1.0,0.0,216,0.88
1,18,9,154,593,1,1.0,0.0,67,0.26
1,22,9,323,29679,1,1.0,0.0,190,1.0
0,14,9,1032,0,173,1.0,0.0,254,1.0
1,45,4,0,0,1,1.0,0.0,1,0.0
1,22,9,255,336,5,1.0,0.0,255,1.0
1,22,9,226,963,12,1.0,0.0,255,1.0
1,22,9,226,26153,14,1.0,0.0,255,1.0
1,5,1,0,0,103,0.03,0.08,3,0.01
1,52,1,0,0,5,0.2,0.8,48,0.19
1,22,9,144,1679,2,1.0,0.0,255,1.0
1,19,9,283618,0,2,1.0,0.0,10,0.89
1,55,2,0,15,1,1.0,0.0,86,0.33
2,45,9,1,1,115,0.01,0.97,1,0.0
0,14,9,1032,0,110,1.0,0.0,91,0.36
1,43,1,0,0,3,0.33,1.0,18,0.07
1,22,9,248,976,8,1.0,0.0,225,1.0
1,62,5,0,0,262,0.01,0.06,2,0.01
2,45,9,49,0,2,1.0,0.0,254,1.0
0,14,9,1032,0,110,1.0,0.0,255,1.0
1,25,1,0,0,239,0.03,0.06,7,0.03
1,19,9,283618,0,1,1.0,0.0,33,0.5
1,22,4,61504,1,26,1.0,0.0,253,0.99
1,18,9,158,597,1,1.0,0.0,74,0.29
1,55,9,718,22388,1,1.0,0.0,61,0.24
1,22,9,211,710,2,1.0,0.0,255,1.0
0,13,9,20,0,486,0.0,1.0,1,0.0
1,40,1,0,0,414,0.0,1.0,1,0.0
2,45,9,105,146,2,1.0,0.0,253,0.99
1,32,5,0,0,195,0.09,0.09,17,0.07
1,45,1,0,0,297,0.03,0.06,8,0.03
1,22,9,54540,8314,3,1.0,0.0,254,1.0
1,45,1,0,0,291,0.05,0.06,15,0.06
1,17,2,0,0,272,0.03,0.06,7,0.03
1,22,9,314,990,10,1.0,0.0,255,1.0
1,43,9,30,93,1,1.0,0.0,210,0.82
1,22,9,164,3760,2,1.0,0.0,255,1.0
1,22,9,310,2418,1,1.0,0.0,255,1.0
1,22,9,199,812,8,1.0,0.0,255,1.0
1,22,9,267,14515,4,1.0,0.0,255,1.0
1,22,9,339,14732,4,1.0,0.0,255,1.0
1,22,9,204,819,7,1.0,0.0,255,1.0
1,22,9,147,34228,1,1.0,0.0,255,1.0
1,22,9,229,509,1,1.0,0.0,255,1.0
1,22,9,190,26063,9,1.0,0.0,255,1.0
1,22,9,285,600,4,1.0,0.0,255,1.0
1,22,9,222,15747,36,1.0,0.0,255,1.0
1,22,9,54540,8314,3,1.0,0.0,248,0.97
1,49,9,698,336,1,1.0,0.0,151,0.71
1,19,9,11629,0,2,1.0,0.0,12,0.05
1,45,1,0,0,129,0.1,0.06,13,0.05
1,43,2,0,36,3,0.33,1.0,58,0.26
1,37,1,0,0,97,0.02,0.07,2,0.01
1,45,5,0,0,140,0.03,0.06,4,0.02
1,22,4,60884,1,50,1.0,0.0,253,0.99
1,45,1,0,0,132,0.15,0.05,20,0.08
1,43,9,27,93,1,1.0,0.0,214,0.84
0,13,9,20,0,1,1.0,0.0,71,1.0
1,45,1,0,0,107,0.16,0.06,17,0.07
1,19,9,12,0,1,1.0,0.0,19,0.92
1,45,1,0,0,250,0.06,0.06,15,0.06
1,18,9,158,597,1,1.0,0.0,61,0.33
1,45,1,0,0,237,0.03,0.07,8,0.03
1,55,2,0,15,1,1.0,0.0,89,0.33
1,55,9,24,110,3,0.67,0.67,88,0.34
0,14,9,1008,0,470,1.0,0.0,255,1.0
1,22,9,334,4996,3,1.0,0.0,255,1.0
1,22,9,252,1774,4,1.0,0.0,125,0.49
1,22,9,215,1525,15,1.0,0.0,255,1.0
2,11,9,44,44,66,1.0,0.0,242,0.95
1,22,9,315,327,1,1.0,0.0,249,1.0
1,22,9,295,399,3,1.0,0.0,255,1.0
0,59,9,36,0,1,1.0,0.0,16,1.0
1,22,9,315,2251,7,1.0,0.0,255,1.0
1,22,9,307,1745,10,1.0,0.0,255,1.0
1,18,9,26,157,1,1.0,0.0,106,0.49
1,45,1,0,0,261,0.04,0.06,10,0.04
2,45,9,105,0,1,1.0,0.0,9,1.0
1,22,9,224,2531,8,1.0,0.0,255,1.0
1,22,9,320,2350,4,1.0,0.0,255,1.0
1,22,9,303,260,1,1.0,0.0,255,1.0
1,19,9,283618,0,1,1.0,0.0,13,1.0
1,45,4,0,0,1,1.0,0.0,1,0.0
1,22,9,230,241,1,1.0,0.0,255,1.0
1,36,1,0,0,116,0.04,0.07,5,0.02
1,22,9,321,2119,9,1.0,0.0,255,1.0
1,19,9,2726,0,1,1.0,0.0,78,0.43
1,22,9,282,3127,15,1.0,0.0,255,1.0
1,22,9,147,4097,2,1.0,0.0,255,1.0
1,55,9,152,6514,1,1.0,0.0,1,0.01
1,22,9,174,4617,2,1.0,0.0,255,1.0
1,45,1,0,0,223,0.02,0.06,5,0.02
1,45,5,0,0,111,0.09,0.07,10,0.04
1,22,9,325,401,6,1.0,0.0,255,1.0
1,55,8,1,15,1,1.0,0.0,26,0.1
1,28,5,0,0,43,0.02,0.19,1,0.0
1,45,1,0,0,146,0.14,0.05,20,0.08
1,22,9,231,753,2,1.0,0.0,255,1.0
1,22,9,313,2252,22,1.0,0.0,255,1.0
1,22,9,319,1508,3,1.0,0.0,255,1.0
1,45,1,0,0,216,0.05,0.06,11,0.04
1,45,1,0,0,208,0.07,0.06,15,0.06
1,22,9,212,2531,2,1.0,0.0,255,1.0
1,22,9,258,1012,26,1.0,0.0,255,1.0
1,22,9,328,3874,8,1.0,0.0,255,1.0
1,22,9,308,825,12,1.0,0.0,255,1.0
1,19,9,383,0,2,1.0,0.0,3,0.06
1,22,9,54540,8314,4,1.0,0.0,255,1.0
2,11,9,44,115,1,1.0,0.0,233,0.91
1,55,5,0,0,140,1.0,0.0,255,1.0
1,40,1,0,0,412,0.0,1.0,1,0.0
1,22,9,157,30887,1,1.0,0.0,255,1.0
1,19,9,283618,0,1,1.0,0.0,27,1.0
1,55,9,127,174,1,1.0,0.0,223,0.87
1,22,9,245,638,2,1.0,0.0,255,1.0
1,22,9,194,2996,36,1.0,0.0,255,1.0
1,45,1,0,0,214,0.03,0.07,7,0.03
1,22,9,295,718,5,1.0,0.0,255,1.0
1,45,1,0,0,233,0.09,0.06,20,0.08
1,55,2,0,0,225,0.04,0.06,8,0.03
1,45,1,0,0,476,0.0,1.0,1,0.0
1,55,9,121,174,3,1.0,0.0,59,0.23
1,49,9,2599,293,2,1.0,0.0,81,0.32
1,43,9,32,93,1,1.0,0.0,245,0.96
1,18,9,160,597,1,1.0,0.0,42,0.41
2,11,9,36,0,13,1.0,0.0,65,1.0
2,45,9,54,53,511,1.0,0.0,255,1.0
1,18,9,158,597,2,0.5,1.0,14,0.05
1,43,9,32,93,1,1.0,0.0,233,0.91
1,45,1,0,0,510,0.0,1.0,1,0.0
1,40,1,0,0,444,0.0,1.0,1,0.0
1,22,9,222,291,11,1.0,0.0,255,1.0
1,22,9,277,308,6,1.0,0.0,255,1.0
1,22,9,204,1548,14,1.0,0.0,255,1.0
1,43,9,30,217,1,1.0,0.0,4,0.13
1,61,1,0,0,254,0.04,0.07,11,0.04
1,22,9,294,256,1,1.0,0.0,224,0.88
1,55,9,126,174,1,1.0,0.0,254,1.0
1,55,9,0,15,1,1.0,0.0,12,0.05
2,45,9,46,0,3,1.0,0.0,255,1.0
2,11,9,43,43,152,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,23,1.0
1,45,1,0,0,216,0.01,0.06,2,0.01
1,22,9,228,263,14,1.0,0.0,255,1.0
1,22,9,206,4781,1,1.0,0.0,245,1.0
1,19,9,14052,0,16,1.0,0.0,22,0.09
1,55,5,0,0,1,1.0,0.0,86,0.34
1,18,9,360,1181,1,1.0,0.0,74,0.41
1,22,9,237,597,2,1.0,0.0,255,1.0
1,22,9,0,2336,9,1.0,0.0,255,1.0
1,22,9,329,1238,6,1.0,0.0,255,1.0
1,18,9,160,597,1,1.0,0.0,36,0.41
1,22,9,222,600,10,1.0,0.0,232,1.0
1,22,9,213,5069,2,1.0,0.0,251,1.0
1,22,9,523,251,2,1.0,0.0,252,1.0
1,45,1,0,0,274,0.07,0.06,18,0.07
1,45,1,0,0,147,0.08,0.05,12,0.05
1,22,5,0,0,14,1.0,0.0,245,0.96
1,22,9,293,1907,7,1.0,0.0,255,1.0
1,22,9,247,4986,9,1.0,0.0,255,1.0
1,55,5,0,0,1,1.0,0.0,83,0.34
1,53,1,0,0,298,0.06,0.06,19,0.07
1,18,9,160,599,1,1.0,0.0,24,0.09
2,45,9,1,1,47,0.02,0.94,1,0.0
1,24,9,0,0,3,0.33,1.0,52,0.19
1,45,1,0,0,214,0.0,0.07,1,0.0
1,22,9,166,1188,2,1.0,0.0,253,1.0
1,43,9,28,93,1,1.0,0.0,214,0.84
1,36,1,0,0,264,0.08,0.06,20,0.08
1,48,2,0,0,124,0.03,0.07,4,0.02
2,45,9,53,53,509,1.0,0.0,255,1.0
1,19,9,283618,0,2,1.0,0.0,63,0.04
2,45,9,105,146,4,1.0,0.0,255,1.0
1,49,9,673,330,1,1.0,0.0,144,0.75
1,22,9,218,8625,22,1.0,0.0,255,1.0
1,22,9,310,1512,13,1.0,0.0,255,1.0
1,22,9,204,406,38,1.0,0.0,255,1.0
1,22,5,0,0,8,1.0,0.0,245,0.96
1,22,9,351,538,13,1.0,0.0,255,1.0
1,45,1,0,0,248,0.08,0.07,19,0.07
1,22,9,176,10478,7,1.0,0.0,110,0.43
2,11,9,45,129,39,1.0,0.0,255,1.0
1,40,1,0,0,414,0.0,1.0,1,0.0
1,22,9,205,655,41,1.0,0.0,255,1.0
1,45,1,0,0,282,0.03,0.06,8,0.03
1,22,9,292,6854,11,1.0,0.0,255,1.0
1,43,9,32,93,1,1.0,0.0,128,0.88
1,19,9,40494,0,9,1.0,0.0,38,0.22
2,45,9,55,57,511,1.0,0.0,255,1.0
1,22,9,296,667,11,1.0,0.0,255,1.0
1,22,9,218,983,18,1.0,0.0,255,1.0
1,45,1,0,0,273,0.07,0.06,18,0.07
1,43,9,32,93,1,1.0,0.0,236,0.93
0,14,9,6408,0,3,1.0,0.0,20,0.12
1,22,9,294,8350,3,1.0,0.0,255,1.0
1,24,1,0,0,3,0.33,0.67,64,0.25
1,45,5,0,0,260,0.03,0.06,8,0.03
1,22,4,36500,7300,2,1.0,0.0,255,1.0
1,45,1,0,0,222,0.07,0.07,16,0.06
1,45,1,0,0,219,0.09,0.06,20,0.08
1,19,9,294812,0,1,1.0,0.0,26,0.15
2,45,9,54,57,510,1.0,0.0,255,1.0
0,14,9,1032,0,509,1.0,0.0,35,0.14
1,22,9,312,4543,3,1.0,0.0,255,1.0
1,22,5,0,0,108,1.0,0.0,255,1.0
1,18,9,160,597,1,1.0,0.0,59,0.33
1,49,9,2012,340,1,1.0,0.0,102,0.62
1,17,5,0,0,203,0.07,0.06,15,0.06
1,7,1,0,0,247,0.02,0.06,4,0.02
2,11,9,45,45,109,1.0,0.0,254,1.0
1,37,5,0,0,107,0.04,0.07,4,0.02
1,45,1,0,0,233,0.05,0.07,12,0.05
1,22,9,204,2948,3,1.0,0.0,255,1.0
1,18,2,0,0,211,0.0,0.08,1,0.0
1,22,4,59424,0,20,1.0,0.0,255,1.0
0,13,9,18,0,1,1.0,0.0,247,1.0
1,45,5,0,0,122,0.06,0.07,7,0.03
2,45,9,1,1,3,0.33,1.0,1,0.0
1,18,9,160,597,1,1.0,0.0,19,0.07
1,22,4,62344,0,43,1.0,0.0,255,1.0
1,22,9,312,1227,2,1.0,0.0,255,1.0
1,45,5,0,0,148,0.07,0.05,11,0.19
2,45,9,41,0,4,1.0,0.0,255,1.0
1,24,2,0,44,3,0.33,1.0,54,0.27
1,43,9,32,93,1,1.0,0.0,60,0.95
1,55,9,0,44,1,1.0,0.0,205,0.8
0,14,9,1032,0,387,1.0,0.0,255,1.0
1,22,9,142,45699,1,1.0,0.0,255,1.0
1,22,9,297,15831,9,1.0,0.0,72,1.0
1,22,9,254,4627,18,1.0,0.0,255,1.0
1,22,9,218,382,26,1.0,0.0,255,1.0
1,22,9,217,426,5,1.0,0.0,243,1.0
1,43,9,30,93,1,1.0,0.0,251,0.98
1,22,9,330,3357,12,1.0,0.0,255,1.0
1,45,5,0,0,160,0.06,0.09,10,0.04
1,40,1,0,0,487,0.0,1.0,1,0.0
1,22,9,289,2863,9,1.0,0.0,255,1.0
1,23,1,0,0,150,0.13,0.06,20,0.08
1,19,9,59,0,16,1.0,0.0,72,0.85
2,11,9,44,44,179,1.0,0.0,254,1.0
1,40,1,0,0,511,0.0,1.0,1,0.0
0,14,9,508,0,427,1.0,0.0,255,1.0
1,22,4,72564,0,12,1.0,0.0,244,0.96
1,22,9,237,392,15,1.0,0.0,255,1.0
2,11,9,42,42,2,1.0,0.0,255,1.0
0,14,9,1032,0,66,1.0,0.0,255,1.0
1,22,5,0,0,64,1.0,0.0,255,1.0
1,22,9,321,1512,9,1.0,0.0,255,1.0
1,22,9,328,5449,16,1.0,0.0,255,1.0
1,49,9,1309,331,1,1.0,0.0,196,0.79
1,22,9,229,6203,2,1.0,0.0,179,1.0
1,22,9,221,2270,20,1.0,0.0,255,1.0
0,13,9,18,0,1,1.0,0.0,8,1.0
1,45,1,0,0,128,0.08,0.06,10,0.04
2,45,9,55,50,274,1.0,0.0,255,1.0
1,22,9,322,4298,7,1.0,0.0,255,1.0
1,43,9,32,93,1,1.0,0.0,147,0.58
1,45,5,0,0,163,0.03,0.09,5,0.02
1,22,9,296,873,4,1.0,0.0,255,1.0
1,22,9,253,944,3,1.0,0.0,246,1.0
1,22,5,0,0,92,1.0,0.0,255,1.0
2,45,9,46,0,4,1.0,0.0,253,0.99
1,45,1,0,0,149,0.06,0.05,9,0.04
0,14,9,1032,0,509,1.0,0.0,131,0.51
1,45,5,0,0,235,0.02,0.07,5,0.02
1,22,6,220,29200,2,1.0,0.0,251,1.0
1,45,1,0,0,2,0.5,1.0,1,0.0
1,22,9,226,1158,13,1.0,0.0,255,1.0
2,11,9,43,43,6,1.0,0.0,253,0.99
1,55,9,124,174,1,1.0,0.0,29,0.11
1,49,9,2470,327,1,1.0,0.0,152,0.65
0,14,9,6408,0,3,1.0,0.0,24,0.14
1,19,9,12,0,1,1.0,0.0,9,0.9
1,45,1,0,0,126,0.14,0.06,18,0.07
1,45,5,0,0,187,0.09,0.09,17,0.07
1,51,5,0,0,230,0.01,0.07,2,0.01
1,19,9,283618,0,1,1.0,0.0,9,1.0
1,19,9,868,0,1,1.0,0.0,30,0.01
1,22,9,194,264,6,1.0,0.0,255,1.0
2,45,9,1,1,107,0.01,1.0,1,0.0
1,55,1,0,0,1,1.0,0.0,14,0.02
1,22,9,309,3222,1,1.0,0.0,194,0.76
1,22,9,238,397,4,1.0,0.0,255,1.0
1,22,9,164,24844,1,1.0,0.0,255,1.0
1,22,9,223,1478,22,1.0,0.0,255,1.0
1,22,9,213,728,8,1.0,0.0,255,1.0
1,22,9,297,3949,2,1.0,0.0,255,1.0
1,43,5,0,0,1,1.0,0.0,85,0.33
1,22,9,54540,8314,4,1.0,0.0,255,1.0
1,22,9,300,1582,22,1.0,0.0,255,1.0
1,45,1,0,0,253,0.06,0.06,14,0.05
1,22,9,264,14917,15,1.0,0.0,255,1.0
1,19,9,77332,0,1,1.0,0.0,37,0.2
1,45,1,0,0,271,0.05,0.06,13,0.05
2,40,9,1,1,125,0.01,1.0,1,0.0
1,22,9,232,2804,15,1.0,0.0,255,1.0
1,22,9,205,7266,4,1.0,0.0,255,1.0
1,22,9,310,1532,5,1.0,0.0,255,1.0
1,22,9,206,5200,9,1.0,0.0,255,1.0
2,45,9,53,50,193,1.0,0.0,255,1.0
2,45,9,1,0,121,0.07,0.61,8,0.03
1,22,9,313,2698,2,1.0,0.0,236,0.93
1,22,5,0,0,12,1.0,0.0,244,0.96
1,18,9,26,157,1,1.0,0.0,22,0.46
1,49,9,720,281,1,1.0,0.0,82,0.52
1,55,9,0,44,1,1.0,0.0,242,0.95
1,22,9,214,1308,7,1.0,0.0,196,1.0
1,17,5,0,0,129,0.13,0.05,17,0.07
2,45,9,54,56,511,1.0,0.0,255,1.0
1,45,1,0,0,125,0.04,0.06,5,0.02
1,22,9,54540,8314,4,1.0,0.0,248,0.97
2,45,9,105,146,2,1.0,0.0,89,0.99
0,14,9,1008,0,485,1.0,0.0,255,1.0
1,45,1,0,0,196,0.05,0.07,9,0.04
0,14,9,1032,0,511,1.0,0.0,84,0.33
1,45,1,0,0,266,0.08,0.06,20,0.08
1,22,9,205,2845,2,1.0,0.0,255,1.0
1,22,9,314,1108,4,1.0,0.0,255,1.0
1,45,1,0,0,289,0.06,0.06,16,0.06
1,43,9,30,217,1,1.0,0.0,11,0.22
1,19,9,3775,0,20,1.0,0.0,72,0.4
1,3,1,0,0,217,0.01,0.07,3,0.01
1,22,9,164,7767,2,1.0,0.0,255,1.0
1,19,9,12,0,2,1.0,0.0,13,1.0
1,55,5,0,0,1,1.0,0.0,86,0.34
1,19,5,0,0,179,0.07,0.09,12,0.05
1,22,4,72564,0,28,1.0,0.0,253,0.99
1,22,9,198,765,34,1.0,0.0,255,1.0
1,17,9,12,177,1,1.0,0.0,8,0.09
1,45,1,0,0,227,0.02,0.06,5,0.02
1,45,1,0,0,145,0.12,0.06,17,0.07
1,32,5,0,0,202,0.03,0.08,6,0.02
1,49,9,2599,293,2,1.0,0.0,232,0.91
1,22,9,301,195,8,1.0,0.0,255,1.0
1,22,9,299,1380,3,1.0,0.0,204,0.8
0,14,9,1008,0,278,1.0,0.0,255,1.0
1,45,1,0,0,145,0.12,0.06,18,0.07
2,11,9,44,127,105,1.0,0.0,255,1.0
1,22,5,0,0,106,1.0,0.0,255,1.0
1,22,9,54540,8314,5,1.0,0.0,255,1.0
